#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1992-10-01 to 2022-10-01
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 526: Hogg Pass, OR
#	SNOTEL 733: Santiam Jct., OR
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 1992-10-01 to 2022-10-01
#
# As of: Oct 6, 2022 2:33:27 PM GMT-08:00
#
Station Name,Year,Day,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Hogg Pass,2005,17,7.4,7.4,5.6,9.7,0.0,0.0,0.0,0.0,0.0,0.0,3.4,8.8
Hogg Pass,2005,18,7.1,7.6,5.7,9.6,0.0,0.0,0.0,0.0,0.0,0.0,3.5,8.7
Hogg Pass,2005,19,6.4,7.8,6.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,3.4,9.2
Hogg Pass,2005,20,6.3,8.2,5.6,9.5,0.0,0.0,0.0,0.0,0.0,0.0,3.4,9.6
Hogg Pass,2005,21,6.3,8.1,5.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,9.5
Hogg Pass,2005,22,6.2,8.3,6.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,3.4,9.4
Hogg Pass,2005,23,6.1,8.3,6.4,7.5,0.0,0.0,0.0,0.0,0.0,0.0,3.4,9.0
Hogg Pass,2005,24,6.1,8.4,6.7,7.4,0.0,0.0,0.0,0.0,0.0,0.0,3.3,8.8
Hogg Pass,2005,25,6.0,8.4,7.2,6.9,0.0,0.0,0.0,0.0,0.0,0.0,3.5,8.8
Hogg Pass,2005,26,5.9,8.4,7.3,6.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8,8.7
Hogg Pass,2005,27,6.0,8.4,7.1,5.3,0.0,0.0,0.0,0.0,0.0,0.0,4.2,9.0
Hogg Pass,2005,28,5.9,8.5,6.8,4.6,0.0,0.0,0.0,0.0,0.0,0.0,4.1,10.9
Hogg Pass,2005,29,6.0,,7.6,3.6,0.0,0.0,0.0,0.0,0.0,0.1,5.0,11.3
Hogg Pass,2005,30,6.2,,8.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,5.8,12.0
Hogg Pass,2005,31,6.2,,8.8,,0.0,,0.0,0.0,,0.1,,12.5
Hogg Pass,2006,01,13.4,28.8,32.3,39.5,29.1,0.0,0.0,0.0,0.0,0.0,0.0,8.5
Hogg Pass,2006,02,13.5,29.3,33.0,39.5,28.1,0.0,0.0,0.0,0.0,0.0,0.0,8.5
Hogg Pass,2006,03,13.6,30.9,33.0,40.2,27.4,0.0,0.0,0.0,0.0,0.0,0.1,8.5
Hogg Pass,2006,04,14.2,31.5,32.7,39.5,26.3,0.0,0.0,0.0,0.0,0.0,0.0,8.4
Hogg Pass,2006,05,14.3,31.2,33.0,39.8,25.2,0.0,0.0,0.0,0.0,0.0,0.0,8.5
Hogg Pass,2006,06,14.3,31.4,33.0,38.9,23.8,0.0,0.0,0.0,0.0,0.0,0.0,8.5
Hogg Pass,2006,07,14.4,31.5,33.2,39.2,22.5,0.0,0.0,0.0,0.0,0.0,0.0,8.5
Hogg Pass,2006,08,15.2,31.4,33.4,39.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,8.5
Hogg Pass,2006,09,15.8,31.3,34.7,38.7,20.9,0.0,0.0,0.0,0.0,0.0,0.2,8.5
Hogg Pass,2006,10,16.4,31.6,36.2,39.1,20.0,0.0,0.0,0.0,0.0,0.0,0.2,8.5
Hogg Pass,2006,11,15.7,31.5,35.8,38.7,19.4,0.0,0.0,0.0,0.0,0.0,0.8,8.8
Hogg Pass,2006,12,16.5,31.7,35.7,38.0,18.4,0.0,0.0,0.0,0.0,0.0,1.2,8.6
Hogg Pass,2006,13,17.0,31.7,35.6,37.7,17.2,0.0,0.0,0.0,0.0,0.0,2.0,8.8
Hogg Pass,2006,14,17.2,32.0,36.4,37.6,15.5,0.0,0.0,0.0,0.0,0.0,3.0,8.7
Hogg Pass,2006,15,17.7,31.9,36.1,37.4,13.7,0.0,0.0,0.0,0.0,0.0,3.1,8.6
Hogg Pass,2006,16,18.0,31.9,36.8,37.6,11.4,0.0,0.0,0.0,0.0,0.0,2.9,8.8
Hogg Pass,2006,17,18.8,32.0,36.9,37.7,9.2,0.0,0.0,0.0,0.0,0.0,2.5,8.8
Hogg Pass,2006,18,19.8,32.2,37.3,37.7,7.3,0.0,0.0,0.0,0.0,0.0,2.4,8.9
Hogg Pass,2006,19,20.0,32.1,37.8,38.4,4.9,0.0,0.0,0.0,0.0,0.0,2.4,9.1
Hogg Pass,2006,20,20.5,32.1,38.2,38.0,3.2,0.0,0.0,0.0,0.0,0.0,2.0,9.0
Hogg Pass,2006,21,21.9,31.9,37.8,37.4,1.7,0.0,0.0,0.0,0.0,0.0,1.7,8.6
Hogg Pass,2006,22,22.1,32.0,37.9,36.5,0.6,0.0,0.0,0.0,0.0,0.0,2.4,9.3
Hogg Pass,2006,23,22.2,32.1,38.2,36.2,0.1,0.0,0.0,0.0,0.0,0.0,3.7,9.5
Hogg Pass,2006,24,22.3,32.0,38.5,35.6,0.0,0.0,0.0,0.0,0.0,0.0,5.1,10.0
Hogg Pass,2006,25,22.3,32.5,38.7,35.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.3
Hogg Pass,2006,26,22.3,32.3,38.7,34.2,0.0,0.0,0.0,0.0,0.0,0.0,6.1,11.4
Hogg Pass,2006,27,22.9,32.2,39.8,33.2,0.0,0.0,0.0,0.0,0.0,0.0,7.4,11.6
Hogg Pass,2006,28,23.8,32.7,39.8,32.2,0.0,0.0,0.0,0.0,0.0,0.0,7.8,11.7
Hogg Pass,2006,29,24.9,,39.5,30.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.7
Hogg Pass,2006,30,26.2,,39.2,29.4,0.0,0.0,0.0,0.0,0.0,0.0,8.1,11.7
Hogg Pass,2006,31,26.8,,39.6,,0.0,,0.0,0.0,,0.0,,11.8
Hogg Pass,2007,01,11.7,14.7,21.0,16.7,2.6,0.0,0.0,0.0,0.0,0.0,0.0,3.2
Hogg Pass,2007,02,11.7,14.7,21.6,15.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,3.7
Hogg Pass,2007,03,11.9,14.8,22.2,15.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5
Hogg Pass,2007,04,12.3,14.5,22.4,15.7,2.6,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Hogg Pass,2007,05,13.1,14.0,22.2,15.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Hogg Pass,2007,06,13.7,14.4,22.0,14.7,1.9,0.1,0.0,0.0,0.0,0.0,0.0,3.4
Hogg Pass,2007,07,14.2,14.7,22.1,13.7,0.6,0.1,0.0,0.0,0.0,0.0,0.0,3.5
Hogg Pass,2007,08,14.4,15.0,22.0,12.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Hogg Pass,2007,09,14.3,15.4,22.3,12.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Hogg Pass,2007,10,14.6,15.6,22.3,12.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Hogg Pass,2007,11,15.0,16.1,22.3,12.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Hogg Pass,2007,12,15.1,16.2,21.5,12.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Hogg Pass,2007,13,15.1,16.5,20.7,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Hogg Pass,2007,14,15.2,16.5,20.1,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Hogg Pass,2007,15,15.1,17.0,20.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Hogg Pass,2007,16,15.3,17.3,19.9,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Hogg Pass,2007,17,15.3,15.9,19.6,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Hogg Pass,2007,18,15.3,15.6,19.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9
Hogg Pass,2007,19,15.5,15.6,18.4,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.7
Hogg Pass,2007,20,15.5,16.1,18.2,12.8,0.0,0.0,0.0,0.0,0.0,0.3,1.2,7.5
Hogg Pass,2007,21,15.5,17.0,18.2,12.7,0.0,0.0,0.0,0.0,0.0,1.5,1.1,8.4
Hogg Pass,2007,22,15.6,17.5,18.3,12.7,0.0,0.0,0.0,0.0,0.0,1.4,1.1,8.4
Hogg Pass,2007,23,15.5,17.8,18.1,12.3,0.0,0.0,0.0,0.0,0.0,1.2,1.0,9.2
Hogg Pass,2007,24,15.5,18.4,17.9,11.7,0.0,0.0,0.0,0.0,0.0,0.9,1.0,9.0
Hogg Pass,2007,25,15.4,19.7,17.1,10.7,0.0,0.0,0.0,0.0,0.0,0.2,1.0,9.7
Hogg Pass,2007,26,15.2,20.0,16.8,9.4,0.0,0.0,0.0,0.0,0.0,0.2,1.0,10.3
Hogg Pass,2007,27,14.9,20.3,16.8,8.3,0.0,0.0,0.0,0.0,0.0,0.2,1.6,11.0
Hogg Pass,2007,28,14.6,20.6,16.6,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.9,12.0
Hogg Pass,2007,29,14.5,,16.8,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.7,12.5
Hogg Pass,2007,30,14.5,,16.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,3.2,13.4
Hogg Pass,2007,31,14.5,,16.7,,0.0,,0.0,0.0,,0.0,,14.0
Hogg Pass,2008,01,14.0,30.0,36.3,46.9,48.3,19.8,0.0,0.0,0.0,0.0,0.0,0.0
Hogg Pass,2008,02,14.0,31.2,36.6,46.9,48.4,18.4,0.0,0.0,0.0,0.0,0.0,0.1
Hogg Pass,2008,03,14.1,32.6,37.2,46.7,48.1,17.6,0.0,0.0,0.0,0.0,0.0,0.0
Hogg Pass,2008,04,14.3,32.5,37.3,46.8,47.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0
Hogg Pass,2008,05,14.5,32.7,37.4,47.1,46.4,16.1,0.0,0.0,0.0,0.0,0.9,0.0
Hogg Pass,2008,06,15.3,33.3,37.6,47.6,45.3,15.6,0.0,0.0,0.0,0.0,1.2,0.1
Hogg Pass,2008,07,16.2,34.0,37.8,48.1,44.5,15.5,0.0,0.0,0.0,0.0,0.2,0.1
Hogg Pass,2008,08,16.8,35.2,38.2,48.8,43.6,15.1,0.0,0.0,0.0,0.0,0.0,0.4
Hogg Pass,2008,09,18.8,34.8,38.7,49.1,43.1,14.0,0.0,0.0,0.0,0.0,0.1,0.3
Hogg Pass,2008,10,19.2,35.0,38.6,49.3,42.3,12.8,0.0,0.0,0.0,0.0,0.0,0.4
Hogg Pass,2008,11,20.5,34.7,38.5,49.4,41.5,12.6,0.0,0.0,0.0,0.0,0.0,0.5
Hogg Pass,2008,12,21.4,34.9,38.6,49.4,41.0,12.1,0.0,0.0,0.0,0.0,0.0,0.5
Hogg Pass,2008,13,22.1,34.9,38.9,49.0,40.3,10.8,0.0,0.0,0.0,0.0,0.0,1.3
Hogg Pass,2008,14,22.3,35.0,39.7,48.5,39.3,9.0,0.0,0.0,0.0,0.0,0.0,1.6
Hogg Pass,2008,15,22.4,35.1,40.5,48.0,38.0,7.5,0.0,0.0,0.0,0.0,0.0,1.7
Hogg Pass,2008,16,22.4,34.9,40.9,48.0,36.5,5.9,0.0,0.0,0.0,0.0,0.0,1.7
Hogg Pass,2008,17,22.4,35.0,41.2,48.2,33.9,3.9,0.0,0.0,0.0,0.0,0.0,1.8
Hogg Pass,2008,18,22.5,35.0,41.8,47.9,31.9,2.0,0.0,0.0,0.0,0.0,0.0,2.2
Hogg Pass,2008,19,22.5,35.1,42.5,48.1,30.3,0.4,0.0,0.0,0.0,0.0,0.0,3.3
Hogg Pass,2008,20,22.7,34.9,42.9,48.1,28.9,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Hogg Pass,2008,21,23.0,35.0,43.2,48.6,27.5,0.0,0.0,0.0,0.0,0.0,0.5,4.5
Hogg Pass,2008,22,22.9,35.0,43.5,49.2,28.1,0.0,0.0,0.0,0.0,0.0,0.5,5.5
Hogg Pass,2008,23,23.0,35.0,43.8,49.9,28.2,0.0,0.0,0.0,0.0,0.0,0.6,6.1
Hogg Pass,2008,24,23.2,35.6,43.7,49.7,27.6,0.0,0.0,0.0,0.0,0.0,0.6,6.0
Hogg Pass,2008,25,22.8,35.2,43.9,50.3,26.5,0.0,0.0,0.0,0.0,0.0,0.6,7.2
Hogg Pass,2008,26,23.0,35.9,44.1,49.9,26.0,0.0,0.0,0.0,0.0,0.0,0.7,7.5
Hogg Pass,2008,27,24.4,36.1,45.1,49.6,25.0,0.0,0.0,0.0,0.0,0.0,0.6,7.9
Hogg Pass,2008,28,25.3,36.0,46.0,49.0,24.3,0.0,0.0,0.0,0.0,0.0,0.7,10.0
Hogg Pass,2008,29,25.7,36.2,46.0,48.2,23.4,0.0,0.0,0.0,0.0,0.0,0.4,10.5
Hogg Pass,2008,30,26.9,,46.7,48.1,22.4,0.0,0.0,0.0,0.0,0.0,0.0,11.7
Hogg Pass,2008,31,28.2,,46.5,,21.1,,0.0,0.0,,0.0,,11.8
Hogg Pass,2009,01,12.3,14.2,19.9,27.7,22.8,0.0,0.0,0.0,0.0,0.0,0.0,7.9
Hogg Pass,2009,02,12.5,14.3,20.1,28.8,22.5,0.0,0.0,0.0,0.0,0.0,0.0,7.8
Hogg Pass,2009,03,13.0,14.7,20.2,29.6,21.1,0.0,0.0,0.0,0.0,0.0,0.0,7.8
Hogg Pass,2009,04,13.1,15.0,20.3,29.8,20.9,0.0,0.0,0.0,0.0,0.0,0.0,7.8
Hogg Pass,2009,05,13.7,15.1,20.5,29.9,20.5,0.0,0.0,0.0,0.0,0.3,0.0,7.6
Hogg Pass,2009,06,14.9,14.9,20.6,29.8,19.8,0.0,0.0,0.0,0.0,0.0,0.1,7.6
Hogg Pass,2009,07,13.4,14.7,20.7,29.7,19.1,0.0,0.0,0.0,0.0,0.0,1.2,7.7
Hogg Pass,2009,08,13.5,15.3,21.2,29.3,19.3,0.0,0.0,0.0,0.0,0.0,2.1,7.6
Hogg Pass,2009,09,14.5,14.6,21.5,28.9,18.9,0.0,0.0,0.0,0.0,0.0,2.2,7.5
Hogg Pass,2009,10,14.6,14.2,21.6,29.2,17.8,0.0,0.0,0.0,0.0,0.0,2.5,7.7
Hogg Pass,2009,11,14.6,14.7,21.8,28.9,17.0,0.0,0.0,0.0,0.0,0.0,2.6,7.8
Hogg Pass,2009,12,14.5,15.1,21.8,28.7,15.7,0.0,0.0,0.0,0.0,0.0,3.2,7.8
Hogg Pass,2009,13,14.5,15.7,22.1,28.5,16.1,0.0,0.0,0.0,0.0,0.0,3.6,8.2
Hogg Pass,2009,14,14.6,16.1,22.3,28.8,16.4,0.0,0.0,0.0,0.0,0.0,4.2,8.3
Hogg Pass,2009,15,14.7,16.4,23.0,29.0,14.4,0.0,0.0,0.0,0.0,0.0,4.2,8.8
Hogg Pass,2009,16,14.8,16.8,24.6,28.8,13.8,0.0,0.0,0.0,0.0,0.0,4.2,9.2
Hogg Pass,2009,17,14.8,16.8,25.7,28.8,12.5,0.0,0.0,0.0,0.0,0.0,4.0,9.5
Hogg Pass,2009,18,14.6,16.5,26.3,28.4,10.8,0.0,0.0,0.0,0.0,0.0,5.0,9.2
Hogg Pass,2009,19,14.4,16.8,26.5,27.7,8.6,0.0,0.0,0.0,0.0,0.0,5.2,9.1
Hogg Pass,2009,20,14.5,16.8,26.5,26.8,7.5,0.0,0.0,0.0,0.0,0.0,5.3,8.8
Hogg Pass,2009,21,14.2,16.9,26.3,25.9,6.4,0.0,0.0,0.0,0.0,0.0,5.9,8.9
Hogg Pass,2009,22,13.3,17.0,26.4,24.9,5.0,0.0,0.0,0.0,0.0,0.0,6.4,8.7
Hogg Pass,2009,23,13.0,17.0,26.4,23.7,3.3,0.0,0.0,0.0,0.0,0.0,7.8,8.8
Hogg Pass,2009,24,13.1,17.4,27.0,23.2,1.6,0.0,0.0,0.0,0.0,0.0,7.8,8.8
Hogg Pass,2009,25,13.2,18.5,27.5,22.6,0.3,0.0,0.0,0.0,0.0,0.0,7.8,8.7
Hogg Pass,2009,26,13.4,19.5,27.3,22.4,0.2,0.0,0.0,0.0,0.0,0.0,7.7,8.5
Hogg Pass,2009,27,13.4,19.5,27.4,22.6,0.0,0.0,0.0,0.0,0.0,0.6,7.8,8.3
Hogg Pass,2009,28,13.3,19.6,27.3,22.3,0.0,0.0,0.0,0.0,0.0,0.9,7.9,8.0
Hogg Pass,2009,29,13.4,,27.6,22.5,0.0,0.0,0.0,0.0,0.0,0.8,7.9,8.1
Hogg Pass,2009,30,13.8,,27.5,22.9,0.0,0.0,0.0,0.0,0.0,0.4,7.9,8.5
Hogg Pass,2009,31,13.9,,27.8,,0.0,,0.0,0.0,,0.0,,9.3
Hogg Pass,2010,01,9.8,12.9,16.1,21.7,20.9,0.2,0.0,0.0,0.0,0.0,2.1,6.9
Hogg Pass,2010,02,10.3,13.1,16.4,22.0,20.6,0.2,0.0,0.0,0.0,0.0,1.0,7.1
Hogg Pass,2010,03,10.7,13.3,16.5,23.0,20.2,0.1,0.0,0.0,0.0,0.0,0.0,7.6
Hogg Pass,2010,04,10.8,13.5,16.7,23.7,19.8,0.2,0.0,0.0,0.0,0.0,0.0,7.6
Hogg Pass,2010,05,11.1,13.9,16.9,23.7,20.1,0.0,0.0,0.0,0.0,0.0,0.0,7.6
Hogg Pass,2010,06,10.5,14.0,16.8,23.8,20.2,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Hogg Pass,2010,07,10.1,14.2,17.1,24.4,20.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Hogg Pass,2010,08,9.9,14.3,16.9,24.6,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Hogg Pass,2010,09,10.2,14.3,16.9,24.6,19.3,0.0,0.0,0.0,0.0,0.0,0.1,8.4
Hogg Pass,2010,10,10.0,14.2,17.2,25.0,18.8,0.0,0.0,0.0,0.0,0.0,0.7,8.4
Hogg Pass,2010,11,10.0,14.6,17.4,24.6,17.7,0.0,0.0,0.0,0.0,0.0,0.9,9.3
Hogg Pass,2010,12,10.0,15.0,18.1,24.8,17.3,0.0,0.0,0.0,0.0,0.0,1.0,9.0
Hogg Pass,2010,13,9.8,15.3,18.3,24.3,16.1,0.0,0.0,0.0,0.0,0.0,0.9,8.3
Hogg Pass,2010,14,9.9,15.5,18.3,24.4,14.8,0.0,0.0,0.0,0.0,0.0,0.8,7.7
Hogg Pass,2010,15,10.0,15.4,18.4,24.3,13.4,0.0,0.0,0.0,0.0,0.0,0.0,8.6
Hogg Pass,2010,16,10.5,15.5,18.5,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7
Hogg Pass,2010,17,10.8,15.1,18.3,23.5,10.7,0.0,0.0,0.0,0.0,0.0,0.0,8.6
Hogg Pass,2010,18,10.8,15.1,18.5,22.9,8.9,0.0,0.0,0.0,0.0,0.0,0.4,8.8
Hogg Pass,2010,19,10.7,15.2,18.4,22.5,7.3,0.0,0.0,0.0,0.0,0.0,1.4,9.9
Hogg Pass,2010,20,10.6,15.1,18.4,22.0,6.7,0.0,0.0,0.0,0.0,0.0,1.4,10.3
Hogg Pass,2010,21,10.7,14.9,18.3,21.7,7.2,0.0,0.0,0.0,0.0,0.0,1.5,10.7
Hogg Pass,2010,22,10.6,14.8,18.5,21.6,7.3,0.0,0.0,0.0,0.0,0.0,2.1,10.7
Hogg Pass,2010,23,11.1,14.8,18.7,21.3,7.3,0.0,0.0,0.0,0.0,0.0,3.7,10.7
Hogg Pass,2010,24,11.2,15.5,18.8,20.8,7.6,0.0,0.0,0.0,0.0,0.1,3.9,10.8
Hogg Pass,2010,25,12.0,15.6,18.9,20.5,7.3,0.0,0.0,0.0,0.0,0.9,3.9,10.8
Hogg Pass,2010,26,12.1,16.0,19.2,20.4,6.8,0.0,0.0,0.0,0.0,2.7,4.0,11.0
Hogg Pass,2010,27,12.1,15.8,20.1,20.4,5.7,0.0,0.0,0.0,0.0,3.0,4.6,12.0
Hogg Pass,2010,28,12.2,15.9,20.2,20.1,4.8,0.0,0.0,0.0,0.0,2.9,5.0,13.0
Hogg Pass,2010,29,12.2,,20.8,20.5,3.7,0.0,0.0,0.0,0.0,2.9,5.2,15.1
Hogg Pass,2010,30,12.5,,21.0,20.6,2.8,0.0,0.0,0.0,0.0,2.7,5.3,15.8
Hogg Pass,2010,31,12.7,,21.7,,1.1,,0.0,0.0,,2.7,,15.8
Hogg Pass,2011,01,15.8,12.0,18.3,27.2,30.4,12.2,0.0,0.0,0.0,0.0,0.0,6.2
Hogg Pass,2011,02,15.8,13.0,18.9,26.3,30.4,11.9,0.0,0.0,0.0,0.0,0.0,6.2
Hogg Pass,2011,03,15.8,12.5,19.1,26.1,30.1,11.6,0.0,0.0,0.0,0.0,0.0,6.1
Hogg Pass,2011,04,15.8,11.5,19.2,26.2,30.0,10.3,0.0,0.0,0.0,0.0,0.2,5.9
Hogg Pass,2011,05,15.8,12.0,19.8,27.0,29.5,8.5,0.0,0.0,0.0,0.0,0.2,5.9
Hogg Pass,2011,06,15.8,11.6,20.3,27.3,28.7,7.6,0.0,0.0,0.0,0.0,0.4,5.9
Hogg Pass,2011,07,15.7,11.1,20.4,28.4,27.8,6.0,0.0,0.0,0.0,0.0,0.5,5.9
Hogg Pass,2011,08,15.9,11.1,20.6,28.5,27.4,4.4,0.0,0.0,0.0,0.0,0.6,6.1
Hogg Pass,2011,09,15.9,11.3,21.5,28.6,27.3,3.2,0.0,0.0,0.0,0.0,0.6,6.1
Hogg Pass,2011,10,16.0,11.5,21.6,28.5,27.0,1.6,0.0,0.0,0.0,0.0,0.6,6.2
Hogg Pass,2011,11,15.9,11.0,22.6,28.2,26.2,0.2,0.0,0.0,0.0,0.0,0.6,6.4
Hogg Pass,2011,12,16.1,10.3,22.9,28.7,25.2,0.0,0.0,0.0,0.0,0.0,0.8,6.2
Hogg Pass,2011,13,15.8,10.7,23.1,28.7,24.3,0.0,0.0,0.0,0.0,0.0,0.9,6.1
Hogg Pass,2011,14,15.2,11.5,23.5,28.8,23.3,0.0,0.0,0.0,0.0,0.0,1.0,6.4
Hogg Pass,2011,15,14.5,12.4,23.8,29.8,22.4,0.0,0.0,0.0,0.0,0.0,1.3,6.7
Hogg Pass,2011,16,14.0,14.6,24.8,30.1,21.7,0.0,0.0,0.0,0.0,0.0,1.3,6.5
Hogg Pass,2011,17,12.3,15.1,25.6,29.7,21.2,0.0,0.0,0.0,0.0,0.0,1.4,6.5
Hogg Pass,2011,18,11.5,15.2,25.8,29.3,20.6,0.0,0.0,0.0,0.0,0.0,2.2,6.5
Hogg Pass,2011,19,12.5,15.4,25.9,29.0,19.9,0.0,0.0,0.0,0.0,0.0,3.2,6.4
Hogg Pass,2011,20,12.5,15.7,26.0,28.9,18.7,0.0,0.0,0.0,0.0,0.0,3.7,6.4
Hogg Pass,2011,21,12.4,15.9,26.7,28.9,17.6,0.0,0.0,0.0,0.0,0.0,3.7,6.5
Hogg Pass,2011,22,12.4,16.1,26.8,28.9,16.7,0.0,0.0,0.0,0.0,0.0,4.7,6.4
Hogg Pass,2011,23,12.5,15.4,26.9,28.9,15.8,0.0,0.0,0.0,0.0,0.0,5.1,6.9
Hogg Pass,2011,24,12.0,16.1,27.1,28.9,15.2,0.0,0.0,0.0,0.0,0.0,5.1,7.0
Hogg Pass,2011,25,12.0,16.5,27.1,28.7,14.0,0.0,0.0,0.0,0.0,0.0,5.9,6.8
Hogg Pass,2011,26,12.5,16.4,28.0,29.4,13.7,0.0,0.0,0.0,0.0,0.0,6.1,6.9
Hogg Pass,2011,27,12.3,16.6,28.8,29.8,13.8,0.0,0.0,0.0,0.0,0.0,6.1,6.9
Hogg Pass,2011,28,12.1,16.9,29.8,29.9,14.4,0.0,0.0,0.0,0.0,0.0,6.1,7.5
Hogg Pass,2011,29,11.9,,30.3,30.5,14.1,0.0,0.0,0.0,0.0,0.1,6.0,6.2
Hogg Pass,2011,30,11.9,,31.0,30.6,13.8,0.0,0.0,0.0,0.0,0.0,6.0,5.9
Hogg Pass,2011,31,11.9,,29.1,,13.1,,0.0,0.0,,0.0,,6.7
Hogg Pass,2012,01,6.6,15.0,17.5,32.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Hogg Pass,2012,02,6.6,15.2,17.9,32.2,20.2,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Hogg Pass,2012,03,6.6,15.2,18.1,32.6,20.3,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Hogg Pass,2012,04,6.5,15.1,17.9,32.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Hogg Pass,2012,05,6.5,15.0,17.8,32.7,19.8,0.0,0.0,0.0,0.0,0.0,0.0,5.8
Hogg Pass,2012,06,6.2,15.0,18.5,33.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,5.9
Hogg Pass,2012,07,6.4,14.8,18.6,33.2,19.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Hogg Pass,2012,08,6.4,14.7,18.7,33.0,18.1,0.0,0.0,0.0,0.0,0.0,0.1,6.6
Hogg Pass,2012,09,6.3,14.8,18.7,32.9,16.7,0.0,0.0,0.0,0.0,0.0,0.4,6.8
Hogg Pass,2012,10,6.2,14.7,18.6,32.5,15.0,0.0,0.0,0.0,0.0,0.0,0.7,7.1
Hogg Pass,2012,11,6.2,14.8,18.8,32.0,14.2,0.0,0.0,0.0,0.0,0.0,0.7,6.9
Hogg Pass,2012,12,5.9,14.7,19.6,31.7,13.3,0.0,0.0,0.0,0.0,0.0,0.8,7.3
Hogg Pass,2012,13,6.2,14.4,20.5,32.0,12.2,0.0,0.0,0.0,0.0,0.0,1.3,7.4
